"Compound Name" Mass RT K-1 K-10 K-11 K-12 K-13 K-14 K-15 K-16 K-17 K-18 K-19 K-2 K-20 K-21 K-22 K-23 K-24 K-25 K-26 K-27 K-28 K-29 K-3 K-30 K-4 K-5 K-6 K-7 K-8 K-9 12V0a 13V0 14V0 15V0 16V0 10V0 17V0 11V0 18V0 19V0 20V0 22V0 23V0 24V0 26V0 12V0B 27V0 28V0 29V0 30V0 32V0 25V0 33V0 34V0 35V0 39V0 38V0 36V0 40V0 QC_1 QC_10 QC_11 QC_12 QC_2 QC_3 QC_4 QC_5 QC_6 QC_7 QC_8 QC_9 ...75 "K - controls"
996.6171@5.49 996.6171 5.49 22115.21343 6032.585078 26014.2323 59538.19147 9471.941018 9752.503462 20376.44998 6072.325439 6076.778879 25482.69172 6469.55739 41645.21755 15033.10216 5782.938134 29914.91294 12638.17451 36023.96198 11602.83928 14908.43467 5283.043183 39475.35861 16554.61269 12645.19537 20576.23206 70441.12369 23459.53849 11489.32535 8671.977529 11652.81927 23326.98755 24054.17288 13216.95227 11170.33683 3414.638938 8295.464825 9954.330204 22447.11822 17933.66434 12589.56922 21542.39069 34606.59977 26489.83633 18257.12701 11866.36838 3464.527752 47560.73808 17162.57454 40102.15548 25254.40144 21744.33394 48931.47424 10920.49404 12059.77272 9170.698827 5610.175306 4603.090655 9449.895676 10102.27954 12257.31572 15126.21244 18598.55882 18453.34572 17490.28224 15731.29184 15479.05984 14709.93541 15870.97999 17226.71762 16908.24482 16546.15977 16545.03006 NA NA
1012.6364@5.71 1012.6364 5.71 57570.07479 32631.61009 50461.04332 68212.274 45613.91654 48974.22298 54101.399770000004 49134.80522 41193.90278 53467.45182 37889.41853 51265.9926 41972.412 38687.03233 49337.1296 41090.06646 58837.31474 41326.53793 51261.43286 44291.22579 58733.79102 64534.22173 47458.888 50303.86723 54752.94229 49951.65173 56080.98085 45565.81364 51971.52293 53834.34395 55896.58037 42975.1403 35947.92753 34472.93203 47828.25687 38372.9403 46657.7226 50583.95056 46903.71364 54492.17548 50511.15114 54870.61498 51425.45388 54632.72305 34918.10678 62604.70691 51922.23112 61534.67862 55432.348 57764.44158 69640.16235 53709.39154 51966.74211 43535.87385 35465.37358 46710.61982 42889.93637 44690.82334 60524.12344 47877.88416 47811.10968 49470.86543 49756.97238 48838.87621 47761.45076 49232.27241 47184.83593 45930.61752 49531.27933 42842.3048 49728.66712 NA NA
1028.6114@5.71 1028.6114 5.71 167419.0531 75641.18022 143559.1971 179132.9696 108536.2651 119260.561 155576.1517 127073.7482 96457.81962 160904.7018 88633.50227 124072.0162 100014.9992 102322.511 120742.4582 93910.04327 164488.5987 99590.0331 130344.1537 116344.8867 143664.3654 169883.601 125395.4209 105433.4443 140834.3747 130387.6603 132836.5136 109246.4573 128295.316 134126.2091 156847.094 104048.0275 85008.06597 79430.19368 132326.539 105705.4009 110197.3852 141300.4529 113810.247 148555.507 140799.3207 126511.0043 120433.458 12613.65678 80989.87728 169094.8031 137254.2649 163390.5818 160652.6812 149726.5597 207028.8187 137224.4147 112583.6215 110432.4925 79298.03332 6710.438304 114783.5935 96760.68081 146809.3423 116314.5463 114352.9048 130832.588 114895.6857 121508.0812 114992.8393 135615.2651 130366.7103 122890.1597 120157.8737 110264.8764 134936.4756 NA NA
1028.6131@5.71 1028.6131 5.71 167419.0531 75641.18022 143559.1971 179042.5584 108536.2651 119260.561 155576.1517 127073.7482 96457.81962 160907.2946 88633.50227 124006.6153 100014.9992 102322.511 120742.4582 93910.04327 164488.5987 99590.0331 130344.1537 116344.8867 143664.3654 169883.601 125395.4209 105433.4443 140814.1691 130387.6603 132821.0654 109246.4573 128295.316 134126.2091 156839.8848 104048.0275 85008.06597 79430.19368 132326.539 105705.4009 110197.3852 141300.4529 113810.247 148555.507 140799.3207 126493.5512 120433.458 12613.65678 80989.87728 169091.1548 137225.864 163304.3203 160632.1752 149720.0686 207018.7035 137224.4147 112583.6215 110432.4925 79298.03332 6701.996647 114783.5935 96760.68081 146809.2665 116315.2208 114330.2042 130859.7796 114830.4606 121508.0812 114992.8393 135615.2651 130366.7103 122890.1597 120157.8737 110264.8764 134943.7471 NA NA
1043.5794@5.71 1043.5794 5.71 139365.5316 78015.25617 140193.8244 177799.1108 115681.6239 123525.3639 155270.0622 134636.4293 119691.3643 143147.7689 113844.8245 143194.7144 110495.2889 92454.28653 141564.5553 100095.0054 148138.3119 99531.25276 127659.7696 119006.7407 155623.1035 153387.1424 115056.5512 131061.2287 151654.4049 128531.1375 169183.7749 109090.469 132528.5403 137030.8784 15517.92433 101534.7452 100549.5605 82483.07313 121586.5895 98608.47924 103756.2341 127468.1371 103607.8425 139265.3537 147683.4064 141577.3011 131255.4861 132675.902 90410.1713 167459.727 160911.1542 167996.1154 138658.3376 149077.4423 178545.7194 145318.9619 144483.11060000001 109093.4784 96675.47015 118813.9066 110323.8593 102455.408 164163.167 134770.1969 144451.2152 128197.9856 131317.6029 10571.73679 133781.12 126726.2606 121783.6346 119133.8137 130780.3525 140062.8081 131964.9914 NA NA
1046.5859@5.71 1046.5859 5.71 226285.2271 120433.8419 201532.5454 273819.285 158978.4979 186236.7745 236089.415 197372.6793 165023.6789 17411.70274 152119.5933 201806.8948 162365.8469 132601.2191 200815.0946 152626.9702 222899.7415 154370.3389 190487.4677 182361.0626 236639.6193 235908.6196 169002.9258 197524.5708 229467.9376 181940.3941 236181.5322 160655.7103 199194.8254 197349.9481 19042.50365 149546.4632 136934.6637 113984.5223 167317.0228 145774.6752 165878.863 185356.7234 154257.3263 206282.5222 204496.737 205529.4243 194598.606 204310.9213 128079.4275 256005.7326 216849.3374 23470.5523 212854.5571 230750.2588 258083.8853 203606.9847 192001.3053 163109.697 135173.7942 176484.7882 169116.7171 153943.3451 249851.7809 194158.35 203223.1673 14695.05654 205752.9032 202734.0787 195429.684 194481.7012 200368.268 173794.0788 189981.3442 197857.8693 193606.9507 NA NA
1049.7476@3.17 1049.7476 3.17 20609.64431 21154.16487 24546.3381 23817.85392 27158.71514 23188.16036 21087.98549 12021.17398 22518.93166 24771.55737 19992.85299 21771.09959 24854.51397 20783.616 19608.13086 20545.26345 25713.68392 26192.38834 18950.86222 16927.08442 18612.7889 21878.86816 24213.85321 24133.4252 21729.19482 23923.6981 19842.4551 19727.60675 27156.46957 25565.14769 22232.63139 21872.2799 19268.47731 24328.72913 17855.31904 23847.95591 25721.49799 26228.90606 23029.66942 18958.89979 23293.86486 28557.22464 19482.13486 26951.88631 18719.23932 25118.74186 20854.68981 20840.59233 19818.61538 22440.66429 23129.72906 21631.9006 21923.34382 23645.96823 25981.52936 19085.79498 20052.77215 20158.23703 22935.37153 30728.36024 31927.0555 28219.98799 29811.60993 28131.22815 27951.26207 26823.56204 26131.76971 26566.17262 27906.71456 30609.69164 27871.61179 NA NA
1054.548@2.75 1054.548 2.75 5631.848708 5773.786268 6751.992597 3428.758046 5160.619095 5364.069668 4456.8528910000005 24690.80736 4516.562044 3857.327173 5992.308917 4917.517576 6060.587981 3756.91631 1717.540553 3383.225508 3332.391173 6275.140306 4876.699978 6937.621499 4446.013737 12113.264 4042.617615 6539.489995 4970.442817 3837.642646 4757.135892 5048.543574 7332.609229 6329.681231 4897.933741 2829.235528 2749.992361 3772.480432 6149.042576 4068.356828 4707.1153190000005 5569.529016 4916.171546 6671.014615 12546.35611 2338.725695 6068.190411 6509.404084 4970.994852 5069.990176 5108.491569 4747.833333 2720.120114 2305.601226 8602.14437 11768.03076 8055.510841 2859.455314 4072.364985 9329.2352 18566.30208 2946.666244 3559.702421 10533.8858 12492.57394 14275.92369 14002.06203 11501.83304 14593.67537 12811.9797 14277.45827 12048.08999 12060.05271 11749.41281 13246.36139 NA NA
1054.6066@5.77 1054.6066 5.77 16757.8303 17381.39193 26080.05971 29696.80516 21611.56447 15952.35807 9960.61734 22034.64864 13785.36031 23171.10632 8782.32189 21091.09466 21966.79882 9086.288619 21250.43385 18737.53645 21527.46416 9001.984138 10602.80811 7652.376333 16919.45553 24545.63627 14683.00603 16796.00714 16943.8721 36184.72004 14058.74271 27160.27025 10355.77797 9926.120172 19507.20249 7991.381172 25535.8488 12147.53553 12414.29288 8114.108451 8835.785973 23407.5239 11822.90173 12223.70978 21260.40379 14307.74735 27242.78455 29255.25976 17894.77461 17480.06184 37853.79955 21206.81979 43099.6048 41902.66154 24705.35785 13472.19913 14416.141 30574.58721 12769.3986 22161.23351 14070.31415 10361.84781 10094.94697 31231.60774 15797.85913 12268.1556 14370.88373 21495.67685 12519.25691 10502.92028 20527.57396 21553.02852 12261.77763 11415.93908 24983.80315 NA NA
1059.5623@2.18 1059.5623 2.18 6478.40362 11737.82024 118014.5649 0 0 88007.1821 0 347115.6754 181357.0854 0 0 0 3955.94246 29366.72379 2638.354229 3207.94523 0 0 3027.989304 74538.2231 0 2627.286653 0 0 3705.574673 0 56136.77341 0 138542.5539 0 3927.973115 14401.16511 0 0 222834.4729 3504.117085 21307.06065 0 52682.22747 3344.87226 0 9890.413722 12014.52123 0 5512.570583 5562.605362 1842.796656 2172.09817 0 1692.964266 0 9282.647057 0 3062.281731 4386.390231 3658.763098 379750.2718 52303.35619 5356.914224 46341.58404 40474.61968 46376.31362 46067.85069 46683.52777 48841.98138 46359.89991 43241.38556 46209.7307 43147.5092 45189.88189 43902.50371 NA NA
1076.6135@5.51 1076.6135 5.51 64031.66957 31580.30948 79783.46224 97444.27922 29884.79333 43355.66363 69035.25141 34019.36665 34246.86358 76468.30505 30775.25533 62999.87569 58200.22268 33062.99228 55126.96852 48604.67253 90119.41328 44249.16946 46546.89942 26042.40853 71095.23421 60577.38685 49951.23024 61640.04327 95182.09754 74704.12278 39941.31442 36614.75067 39058.60547 56683.43539 72657.31647 46485.65529 43375.67824 20037.27229 32411.45402 39892.25735 56898.24432 55125.8367 50265.26185 60642.52184 78453.47483 48773.04002 51855.81817 40631.69319 14392.17479 92675.05914 50270.91887 81630.05334 70364.44602 73376.79204 96997.77332 42205.18181 34516.75356 32880.43572 21216.45475 30202.53247 45103.67444 32511.65045 45657.28808 48651.83417 52126.90963 51736.313219999996 50550.42936 44971.23118 45301.28722 52236.48192 53435.11062 51127.34221 48092.65048 48364.25235 47177.23672 NA NA
1080.6431@5.87 1080.6431 5.87 35398.3756 11630.63506 37725.58319 69299.32993 17083.32568 20548.91558 40349.99607 14527.27077 19377.2884 44870.4591 17523.69978 38512.59048 18922.42066 13126.000179999999 41251.34132 26811.70384 55437.19367 18795.2716 25847.76714 14814.01968 48185.93818 47379.80946 38717.04246 29952.1907 47649.9203 44104.29676 33433.91073 23820.65192 25266.50185 33351.82131 52800.41717 22917.44915 24573.66507 12896.70118 20278.65214 18020.87034 19623.78937 32969.39332 25150.89158 28779.76768 41986.03532 21873.97826 36303.07011 27284.04572 12049.37036 59878.75665 35926.32388 62482.07476 43741.664 38622.10124 61876.98609 32745.86615 19942.96104 23188.43762 14490.95376 20178.83845 25184.11204 20328.92154 22344.74993 26015.90767 26331.03051 31325.16352 29971.20081 29954.29319 27953.70964 31773.82724 29050.76735 30087.44943 29188.67668 23586.84548 27517.33046 NA NA
1084.6739@6.31 1084.6739 6.31 74479.582 16670.81249 59821.55114 87703.2726 41260.19578 40496.32381 68134.25939 18586.70683 28172.77492 59642.17006 30313.46207 49513.99818 31588.65493 37328.3983 33917.81804 33746.13252 69795.32084 28954.64239 48401.76361 49123.23353 57315.36842 72877.71558 37975.70416 50986.3687 64385.6449 68607.34433 56016.70445 34759.6967 47132.85053 53971.50089 74643.28532 31774.77972 26946.29999 14651.11638 40934.26911 25835.52336 34895.70211 31334.27044 21340.63865 65099.52746 69654.96743 20597.41822 38379.68255 44364.79173 20355.03608 77406.93219 43127.48351 68216.03383 67321.59835 45138.85816 118760.5556 64138.27191 41101.75014 30368.61784 25955.13483 31594.84945 32417.93277 29147.60513 49566.66954 44197.15984 42898.34702 50122.08411 44643.45304 44767.95972 37466.25871 48827.88114 49267.98943 45929.04759 48264.67414 38627.35827 49128.93689 NA NA
1091.5786@5.5 1091.5786 5.5 47705.27736 27644.69535 61514.92575 86007.70756 28204.55184 39303.24515 61222.74763 21312.16624 31461.1453 59949.41016 29065.31962 60911.8537 50722.64737 25550.42063 55976.95003 39772.10304 67390.73412 35721.09292 32163.36907 16602.38837 65241.53701 42935.41324 32482.98376 53259.73414 84121.07367 59025.77518 45027.80891 28680.31547 39472.96706 54879.62767 56788.34811 39701.59633 39294.39891 12788.11444 25681.60621 36208.54713 45861.98541 33505.19304 40861.6083 40151.90138 62236.9569 46013.37272 46231.7073 33204.19879 20009.80858 79308.30698 38005.55814 68655.97192 51219.14193 60420.63894 81168.39435 39568.23907 27280.38728 28176.91474 27283.64903 21689.73046 32607.34482 17602.59469 32255.77424 42515.6476 48830.50125 47582.10167 46195.11284 45894.27549 42842.61225 41431.01486 43225.08249 42274.75416 43653.53279 48149.47636 44903.55742 NA NA
1095.6103@5.87 1095.6103 5.87 22836.03006 8377.565395 27236.39472 59165.5899 12705.2942 15524.09849 30310.63934 10298.33676 17807.94123 31101.93478 17126.7573 28130.98335 12121.30316 12875.80431 36400.48175 18064.88598 34800.20117 9886.99746 22337.14161 13528.42945 41103.64333 35780.16158 26304.47624 25607.55666 39241.15757 33837.93056 29651.56687 16245.45315 18814.43661 24038.6178 41571.27288 17717.16204 18381.72407 6718.505285 17389.97488 11641.57284 14496.42972 23261.4972 18619.31645 21751.54236 34024.49979 16529.87042 30195.14378 18446.85107 10316.4075 45700.89531 30327.07199 49979.01229 25911.08004 25933.27444 50803.5102 26865.13096 17129.95314 14704.25116 12271.53099 13836.773 17631.5739 13620.41507 19625.65383 22330.68405 22585.65955 23406.57149 20974.8473 23290.07354 23151.88898 24832.5488 20802.41102 22204.41554 21735.88616 21765.58513 20381.60929 NA NA
1097.5589@2.18 1097.5589 2.18 29965.11066 23036.14596 27430.30627 28601.56579 32625.05133 30179.96876 35781.03152 102440.293 71110.18912 30269.34945 65888.13244 26404.31048 47372.96352 26693.17946 27645.86145 14872.06072 21500.33029 31102.68271 21344.82008 29789.16718 50517.99226 33021.8083 27337.40857 157471.2902 18745.92542 49271.85896 26492.0273 7756.749046 100522.6098 44190.24369 21183.36049 21589.96692 36245.12475 10093.06747 51930.42302 37090.40324 19639.89228 73483.24879 14538.8695 27975.08486 13532.2301 8436.176194 40870.02448 28188.87195 49420.25045 24374.33992 41558.08568 22610.76713 21506.09971 35103.37075 30314.90116 27534.18996 31202.44683 18488.52946 68196.48086 216403.729 508704.7628 11765.54407 104998.9258 165542.0461 164955.1135 167886.5056 158245.1113 169137.5666 158868.4924 159203.1982 161488.5216 163670.9558 158979.8747 163712.6377 166025.1186 NA NA
1099.6418@6.31 1099.6418 6.31 56049.72201 15666.023 51350.84619 76049.31963 34921.59566 35442.10406 63091.44796 15190.1997 26345.52917 51008.58066 31475.8082 42053.74401 26365.26352 26172.91712 34664.81602 27071.67938 51592.12966 23866.92157 48820.778 46881.05094 50169.74156 61003.87837 26269.40178 44646.04233 61199.99305 60556.70095 57446.15997 27517.43903 44438.62841 44734.03922 63310.34785 24788.56089 27573.96668 11666.1837 34036.95096 21766.73937 28810.42056 25606.59387 20879.46746 51608.53199 59904.15944 18233.14063 41687.77717 39332.21725 20365.05227 66379.214430000007 42832.15742 58138.29952 43368.42995 34129.41885 90436.92909 56272.58876 39281.587 24663.98653 20832.88887 27930.59009 28541.84838 27342.16369 42694.47928 47605.90586 44053.40116 37471.18788 40985.11571 45042.46697 42400.54784 42913.29646 37266.43348 40354.25316 43147.519 42873.8352 34575.98118 NA NA
1100.6128@5.51 1100.6128 5.51 67497.82218 48338.59452 70822.01397 88561.79628 45991.29917 54808.28201 79529.42858 50137.92793 46394.66883 66562.57823 55733.63713 66575.68683 57724.17853 47748.93456 68112.19368 58225.5839 93471.16005 53543.58594 5216.235472 38555.64585 69906.47561 72663.98534 53382.98902 70772.08776 81453.1418 69773.60099 65950.00139 63071.04825 66590.0087 67574.55734 73595.6429 58906.26092 63085.32629 38137.82873 43227.24054 54802.07394 59543.31602 53474.9728 55536.57071 59181.7731 75998.56668 52693.07302 78854.65798 52476.04267 36248.49491 75107.70087 54587.75319 71802.99265 69663.42385 65851.07492 86827.76825 63614.66746 44991.05685 55992.02185 41797.5483 45849.54507 74785.55633 38965.23256 58555.25793 58680.66603 61113.64018 64697.79989 63221.8905 58600.49768 64466.16373 63946.49771 60835.51752 66016.09691 62725.90932 60391.91015 63828.81959 NA NA
1118.5859@5.51 1118.5859 5.51 33028.84775 24299.04387 37038.88289 44193.77123 21804.46497 29127.34491 37397.96625 24570.31863 24023.41376 34195.64302 26045.5643 33998.26278 29453.89795 23069.92251 36397.73202 28236.67599 50120.80031 24218.01385 29474.61477 19663.28782 40472.65825 37805.79381 26029.34341 36930.01627 44605.12179 36652.84553 39447.77382 26879.8655 32535.70824 32587.86448 39162.58741 30019.57902 34829.67251 14967.2858 22918.68598 25364.44781 29909.64325 28910.9244 27346.37708 31834.352 42846.88924 30081.96317 42112.4614 28967.13784 12604.07109 39280.66677 28216.84718 35799.60937 33051.3872 31870.29427 46463.21468 27636.04375 26720.48071 25346.45464 18343.61779 23122.84287 52999.69101 18969.85233 2578.953151 33771.09093 21317.02004 33814.55321 35724.49313 30303.68859 31193.54926 30721.46344 30792.64151 34688.79363 30697.33779 20335.90123 28614.29064 NA NA
1148.8501@2.98 1148.8501 2.98 33403.32132 38988.14987 49221.57566 34038.73504 47317.91232 29789.10903 26020.41672 14651.08639 40569.49814 31623.45712 25371.33409 30182.92727 20867.00481 29518.88635 48533.99069 34745.10959 42914.15318 41478.29307 20971.85117 25825.50154 39679.93772 30505.06505 42387.4172 33211.84308 25693.55182 31242.88467 32674.87261 24631.85417 47211.30317 45413.54108 35580.43281 35127.98408 25777.20491 43005.2384 29334.19053 45760.02536 46705.64088 43928.11083 40693.74721 25372.2839 37624.79432 48736.73095 27028.46091 41541.58605 30434.74042 44838.28239 28351.40763 19533.52438 32577.78855 44424.85493 27706.31404 26815.41089 27511.60566 36239.46666 34210.8266 28416.17005 23495.37722 31737.85692 35693.47663 32843.32992 32698.46416 30618.1279 30735.81295 33735.87781 31467.91009 32110.46824 36939.53643 32299.64448 31701.80089 33704.17025 32224.50383 NA NA
1164.4946@7.93 1164.4946 7.93 28107.21952 61575.60747 51778.74912 54092.56271 116425.6209 64688.94183 60489.18542 78462.22995 36841.6819 65361.29283 40081.5512 23605.12396 66001.2212 39594.37465 54711.6743 25883.56382 81634.5268 57575.08705 33950.0123 71363.74158 24294.83421 35996.48464 40741.73782 22336.10264 40323.44039 27429.26711 92094.97156 50997.65452 33286.873 29901.80937 119714.0023 60812.00386 75545.96036 46263.53988 38933.70923 62890.94734 62650.3962 102940.7347 47160.4996 45920.55207 72604.92809 65092.23048 24971.0986 53785.20406 64705.49262 46848.26836 38076.01847 16319.34313 31359.01905 31196.54043 67911.78498 72027.38323 40830.14171 58505.91488 39970.11093 19915.76819 15332.3059 37889.91242 60312.221 46183.84849 35056.50789 34299.72069 31600.55949 46210.60039 42403.75013 39241.6249 41357.60179 38660.88771 36950.72007 36800.16872 36329.15189 NA NA
1226.7552@8.22 1226.7552 8.22 25882.33914 35724.91711 34142.58367 21980.98261 28119.05635 30018.4212 27606.54038 29484.63456 24008.51931 40159.06683 30813.45722 29238.91779 27101.89089 25961.53064 33885.13121 38450.80435 32482.90554 28864.06355 23821.559980000002 24849.59026 23682.25686 25823.39496 34181.90422 39239.1225 30118.89534 21722.64505 30939.81533 32110.61172 31437.75333 27829.063 33320.87688 26661.87175 29351.86584 18584.6096 23008.32385 30177.51945 32994.277 28991.21961 39141.79337 32449.91129 36977.38466 25341.32561 24630.74093 27685.93797 26987.43644 37653.98702 19125.72315 24857.0097 25071.99506 29035.27481 35251.78969 33829.50061 30592.92279 24789.28322 38016.17647 26996.56396 21968.81572 28964.76254 24623.55504 24041.9917 23735.48948 24619.93466 25141.3088 26654.23398 25487.27039 24457.07277 24403.6864 25345.85705 24604.51932 26880.10293 25364.31736 NA NA
1325.7077@4.01 1325.7077 4.01 21564.91032 12587.82938 10967.97954 29718.02031 16060.19418 12894.45131 29659.35135 30899.75177 17138.9308 23974.78393 22861.05831 8005.009954 22484.29795 17624.84441 27569.67817 10662.07584 39064.1349 26862.18051 16349.13468 22075.98963 10131.14292 19465.37415 19384.34274 10883.93045 10707.71418 25383.44415 30893.57204 18048.97744 40161.48047 23259.81599 10791.0319 13240.68378 22375.61257 3694.473555 16705.99754 16041.80658 8997.598704 17769.17887 12893.22646 19423.36004 15959.94408 21296.6484 12955.96796 12544.67305 9550.036854 17375.02047 15324.6645 23367.39229 24800.14967 15857.83649 30672.62486 16451.79967 12313.50102 10721.69448 11371.91704 20329.05689 12662.03214 0 28459.79593 10589.41546 8848.059694 10353.34143 9489.501277 10575.8458 10789.82225 12432.82215 8683.340889 8831.782355 12454.54432 7611.059971 10781.29415 NA NA
1325.9075@4.01 1325.9075 4.01 17984.05343 2236.34739 11380.99317 22369.90855 16154.07061 10987.1869 30318.56235 20288.41307 15245.06278 21006.39117 16734.08603 6070.346518 15312.90269 13690.44849 23825.59017 6429.926359 30485.9992 20768.61506 13462.16543 11334.268 12410.64739 17900.39573 13529.67751 4700.112167 6435.850312 19439.42647 31285.00815 12197.07814 31715.23597 16624.53744 11578.45465 12576.35788 14670.4651 978.6180706 14711.46379 13147.72558 8770.777392 15291.25769 13036.39615 17615.52532 15944.0166 17219.90883 14356.46092 8842.885284 8383.411078 15947.99694 8193.142135 15690.61807 16644.13208 16248.05798 24118.07939 15836.98047 11112.7013 10656.4067 13445.12088 21593.20707 12510.15634 1495.183387 16599.81185 7741.499429 7980.09784 7364.385152 5014.910768 7050.702365 9203.191915 8236.150629 10079.29044 6292.4021 8787.548242 8561.173443 7032.172878 NA NA
1326.107@4.01 1326.107 4.01 16106.4213 9397.725465 10718.6306 21552.45313 15814.25746 12151.1736 27646.25614 21747.47183 15772.63252 23305.56276 17167.11505 5504.959587 18892.95011 14906.05393 22149.96714 5274.250728 27323.15972 20736.41387 12637.40868 15207.02425 12555.84278 17640.92993 17817.5611 5570.578541 7046.247907 21768.19314 28851.2865 12864.35405 27150.9767 19533.3963 12497.61048 11308.15127 17273.9709 1770.952285 13659.93987 11382.1594 9876.945359 16142.69866 11879.07086 16026.97394 13497.90388 17396.11397 12229.45116 11630.30244 6439.555519 13293.24841 10245.74576 21965.80043 18113.68167 15978.1125 29498.22839 14260.61076 9885.101177 8497.56806 11980.83063 18959.17279 12244.20727 1687.219494 17512.33877 8954.213105 8770.391342 9636.228947 7390.255417 8291.986855 10625.11235 10631.97014 9886.973767 9210.990045 8118.111029 8446.321799 7654.099468 NA NA
1443.0841@8.84 1443.0841 8.84 79773.45949 62244.86257 88710.92207 78438.72512 69517.91616 60866.25906 87367.14722 72755.04005 59468.864 87607.45646 67090.95246 52038.11501 57539.64129 63258.24758 101219.749 72471.68035 95123.07299 74848.5652 58868.51154 91869.33803 62587.45326 75915.50871 91496.88122 83532.20704 96363.30811 70821.10687 93745.65103 94931.00449 56079.77935 70899.56659 78183.91692 63760.36597 51616.66941 54851.70897 57757.89523 81332.12116 89622.92275 87240.80129 87665.23095 95161.47613 80732.55368 67666.34528 63330.36229 66827.8607 46990.7114 63499.73873 65121.8133 78276.14145 79017.13015 71079.8727 120095.8852 75971.47443 64373.67159 64777.81049 61787.61145 79829.96555 54192.90599 57306.48059 68502.63295 72586.81901 78792.0906 76738.33366 62943.62651 52398.41813 64559.89988 72146.18244 59800.2839 71270.76298 70264.13445 80348.79603 72200.37773 NA NA
1462.0588@8.84 1462.0588 8.84 362317.7715 298240.8456 357036.3322 349751.857 314765.905 279604.1434 374778.2661 290000.8166 256847.806 352024.3962 368293.9018 235334.085 277385.9685 274216.5409 407850.2782 381692.9448 339012.5071 333997.8971 325835.86 378445.8697 289540.1593 289917.5959 346572.3485 423876.5514 379146.7983 323398.236 397504.5449 393547.0297 298553.4952 316218.5824 331007.8436 347089.6936 234012.5085 234919.3252 305532.6476 291308.2866 344744.4919 360081.0381 334968.7337 351810.4137 323749.8915 276174.3271 320615.5391 339991.0223 249603.4783 308642.774 283068.1317 286496.9335 321481.8631 266992.5748 418433.9711 321962.5416 385782.0362 246235.4682 280872.1617 326046.1148 267863.6538 241033.8935 351141.1427 310154.3177 314685.1069 311565.1959 318957.8299 301387.6332 329867.3355 298382.9647 302011.1362 296501.3823 304757.687 296714.5619 310897.5773 NA NA
1463.0532@8.84 1463.0532 8.84 332383.6755 284547.5297 418700.0725 320691.4645 280967.0894 249556.7937 331365.3288 336936.0095 298736.7467 302371.7818 386454.6643 272053.6156 262225.8239 243698.0934 523079.7093 445343.5919 324975.0567 295498.5818 294235.4502 345379.4941 348630.1363 282880.4613 317883.5826 390256.9637 351439.0575 374987.2317 333744.67 355889.9024 272682.0881 274237.0982 386286.8008 437482.759 254071.6301 246668.726 284715.2761 328885.0333 450132.1479 334503.2309 301372.5867 305507.1235 295409.7152 255610.9725 398892.5472 297129.7948 269782.5505 360350.9358 260863.8271 284162.2384 293921.0589 266066.91 370809.753 298438.4651 337515.1926 317555.0939 237462.4944 276621.3826 244577.8635 305468.1794 312250.5797 291917.2007 381557.808 284212.9232 277568.9757 290989.3094 291521.5257 269479.7129 275448.5278 267975.34 282199.6452 273106.7033 279277.6033 NA NA
1473.0082@4.01 1473.0082 4.01 39971.00297 24412.25525 28862.94682 53309.20378 33475.38899 23881.26676 59941.26216 56057.93972 31895.73703 50516.40713 37172.58854 16752.95629 41236.44886 38108.3494 55554.99 17374.86624 66075.07317 49805.28014 35100.43677 32359.37273 32540.86356 39322.85673 37143.06264 15920.74057 18976.27814 42296.21348 60509.62237 30559.8546 71566.87305 40202.85859 22736.71073 25947.08812 42528.23355 6653.824631 35105.60293 28731.69506 23951.49417 33012.83539 29977.61313 43452.2768 26502.99244 39191.68626 38560.77082 27973.81825 22785.48964 34219.28598 25059.56728 45616.11874 44910.59247 40227.59969 72052.1091 37378.99807 27333.13639 27631.33631 28129.93928 48421.98134 25608.46029 5246.945899 39780.82918 18075.98599 25193.27407 18081.28677 19041.78797 18934.61394 19720.54095 16797.66069 20381.18149 20419.02751 17789.2704 19412.65783 20268.72709 NA NA
1507.9748@5.7 1507.9748 5.7 208501.2249 147167.6573 209601.5411 198867.79 185969.3531 194921.0562 193169.2199 202289.104 184113.1352 209184.6927 171714.3653 200492.3935 185053.4145 165203.1545 184514.2366 175673.4756 200518.2089 179004.1175 193300.7015 196857.4867 204149.1467 193225.298 185743.4118 190125.7137 209895.3469 185203.4496 197098.5238 188973.4892 198933.9912 199366.2157 191154.7372 170928.7671 159241.8419 152048.1713 190902.0609 170526.6104 190895.5782 211922.8787 181958.4727 203657.4529 195104.0808 192781.36060000001 189899.5393 205924.3331 153167.4746 210079.6381 199391.7331 189276.0548 201516.4897 210044.1677 202659.8707 194645.0496 195427.8776 188174.5205 159965.5845 182904.7185 174547.0413 176448.6769 207373.2314 192716.76 194075.7407 195981.5268 191002.7631 189210.0555 193981.4311 188992.0611 192662.7829 211775.7177 197154.1526 187894.1495 194635.856 NA NA
